Project,Station_Name,Station_Number,Latitude,Longitude,Sample_Code,Date,Date_Time,Result_DissNitrateNitrite,Result_DissNitrate,Detection_Condition_DissNitrateNitrite,Detection_Condition_DissNitrate,Reporting_Limit_DissNitrateNitrite,Reporting_Limit_DissNitrate,Units_DissNitrateNitrite,Units_DissNitrate,Method_DissNitrateNitrite,Method_DissNitrate
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0712B0099,2012-07-17,2012-07-17T19:35:00Z,0.22,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0712B3534,2012-07-17,2012-07-17T23:10:00Z,0.02,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,SA0712B0409,2012-07-18,2012-07-18T16:00:00Z,0.31,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0712B3533,2012-07-18,2012-07-18T16:45:00Z,NA,0.6,Not Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0712B0401,2012-07-18,2012-07-18T17:00:00Z,0.26,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA0712B3536,2012-07-18,2012-07-18T19:30:00Z,0.27,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OH0712B0003,2012-07-25,2012-07-25T15:26:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OH0712B0004,2012-07-25,2012-07-25T15:30:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,SA0812B0446,2012-08-13,2012-08-13T16:00:00Z,NA,0.6,Not Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,SA0812B0456,2012-08-13,2012-08-13T16:00:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC0812B0047,2012-08-14,2012-08-14T16:00:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0812B0115,2012-08-14,2012-08-14T16:30:00Z,0.06,0.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OC0812B0046,2012-08-14,2012-08-14T16:45:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,SA0812B0447,2012-08-14,2012-08-14T17:30:00Z,0.05,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0812B0110,2012-08-14,2012-08-14T18:00:00Z,0.07,0.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0812B0111,2012-08-14,2012-08-14T18:10:00Z,0.26,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0812B0448,2012-08-14,2012-08-14T18:30:00Z,0.08,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,SA0812B0457,2012-08-14,2012-08-14T18:30:00Z,0.2,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB0812B0907,2012-08-14,2012-08-14T19:25:00Z,0.06,0.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0812B0116,2012-08-14,2012-08-14T21:30:00Z,0.09,0.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,SA0812B0459,2012-08-14,2012-08-14T22:00:00Z,0.23,1.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA0812B3567,2012-08-21,2012-08-21T19:50:00Z,0.02,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0812B3566,2012-08-21,2012-08-21T21:20:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0812B3565,2012-08-22,2012-08-22T15:50:00Z,0.04,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA0812B3568,2012-08-22,2012-08-22T19:35:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB0912B0910,2012-09-17,2012-09-17T20:10:00Z,0.05,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0912B0135,2012-09-18,2012-09-18T16:35:00Z,0.13,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0912B0130,2012-09-18,2012-09-18T18:00:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0912B0131,2012-09-18,2012-09-18T18:15:00Z,0.11,0.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0912B0136,2012-09-18,2012-09-18T20:30:00Z,0.17,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA0912B3619,2012-09-18,2012-09-18T20:50:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0912B3618,2012-09-18,2012-09-18T22:30:00Z,0.11,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,SA0912B0011,2012-09-19,2012-09-19T16:00:00Z,0.08,0.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0912B0003,2012-09-19,2012-09-19T17:00:00Z,0.01,0.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0912B3617,2012-09-19,2012-09-19T17:45:00Z,0.05,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA0912B3620,2012-09-19,2012-09-19T21:15:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OB0912B0014,2012-09-26,2012-09-26T15:15:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OB0912B0015,2012-09-26,2012-09-26T15:34:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,SA1012B0032,2012-10-15,2012-10-15T21:00:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLB1012B0063,2012-10-16,2012-10-16T16:20:00Z,0.27,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLB1012B0059,2012-10-16,2012-10-16T17:35:00Z,0.17,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLB1012B0058,2012-10-16,2012-10-16T18:15:00Z,0.18,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB1012B0913,2012-10-16,2012-10-16T19:10:00Z,0.16,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Conservation Outlet,DV000000,37.6183,-121.7494,DA1012B3654,2012-10-16,2012-10-16T20:05:00Z,0.1,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLB1012B0064,2012-10-16,2012-10-16T20:45:00Z,0.28,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA1012B3652,2012-10-16,2012-10-16T20:55:00Z,0.03,0.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA1012B3651,2012-10-16,2012-10-16T22:20:00Z,0.2,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OC1012B0048,2012-10-17,2012-10-17T15:10:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA1012B0024,2012-10-17,2012-10-17T16:00:00Z,0.11,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC1012B0049,2012-10-17,2012-10-17T16:20:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA1012B3650,2012-10-17,2012-10-17T17:05:00Z,0.14,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA1012B3653,2012-10-17,2012-10-17T19:30:00Z,0.01,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,SA1112B0057,2012-11-13,2012-11-13T16:00:00Z,0.02,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,SA1112B0050,2012-11-13,2012-11-13T17:00:00Z,0.31,1.5,Detected,Detected,0.01,0.25,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA1112B0001,2012-11-13,2012-11-13T17:05:00Z,0.5,2.3,Detected,Detected,0.01,0.25,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,SA1112B0051,2012-11-13,2012-11-13T19:00:00Z,0.18,1,Detected,Detected,0.01,0.25,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA1112B0008,2012-11-13,2012-11-13T19:40:00Z,1.6,7.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJC1112B0926,2012-11-13,2012-11-13T19:40:00Z,0.43,2.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Conservation Outlet,DV000000,37.6183,-121.7494,DA1112B3700,2012-11-13,2012-11-13T20:20:00Z,0.04,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA1112B0007,2012-11-13,2012-11-13T20:45:00Z,0.66,3,Detected,Detected,0.01,0.25,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA1112B3697,2012-11-13,2012-11-13T21:20:00Z,0.06,0.3,Detected,Detected,0.01,0.25,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA1112B0002,2012-11-13,2012-11-13T22:15:00Z,0.2,0.9,Detected,Detected,0.01,0.25,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA1112B3696,2012-11-13,2012-11-13T23:20:00Z,0.38,2.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,SA1112B0058,2012-11-14,2012-11-14T16:00:00Z,0.15,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OC1112B0050,2012-11-14,2012-11-14T16:50:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA1112B0052,2012-11-14,2012-11-14T17:00:00Z,0.33,1.7,Detected,Detected,0.01,0.25,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA1112B3695,2012-11-14,2012-11-14T17:50:00Z,0.36,1.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC1112B0051,2012-11-14,2012-11-14T18:00:00Z,0.01,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,SA1112B0060,2012-11-14,2012-11-14T20:10:00Z,0.27,1.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA1112B3698,2012-11-14,2012-11-14T21:15:00Z,0.17,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,SA1212B0095,2012-12-18,2012-12-18T16:20:00Z,0.41,2.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA1212B0019,2012-12-18,2012-12-18T16:30:00Z,1,4.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OB1212B0017,2012-12-18,2012-12-18T17:00:00Z,0.01,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB1212B0925,2012-12-18,2012-12-18T17:31:00Z,0.89,3.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA1212B0015,2012-12-18,2012-12-18T17:50:00Z,0.5,2.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA1212B0014,2012-12-18,2012-12-18T18:00:00Z,0.97,4.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA1212B0020,2012-12-18,2012-12-18T20:30:00Z,1.6,7.4,Detected,Detected,0.01,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA1212B3718,2012-12-18,2012-12-18T22:00:00Z,0.02,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA1212B3717,2012-12-18,2012-12-18T23:40:00Z,0.87,3.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA1212B0656,2012-12-19,2012-12-19T17:00:00Z,0.8,3.6,Detected,Detected,0.01,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA1212B3716,2012-12-19,2012-12-19T17:30:00Z,0.83,3.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA1212B3719,2012-12-19,2012-12-19T20:50:00Z,0.17,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OB0113B0018,2013-01-09,2013-01-09T16:55:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0113B0035,2013-01-15,2013-01-15T17:15:00Z,1.45,7.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0113B0030,2013-01-15,2013-01-15T18:30:00Z,1,4.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0113B0031,2013-01-15,2013-01-15T18:35:00Z,0.54,3.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA0113B0003,2013-01-15,2013-01-15T20:50:00Z,1.62,7.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0113B0036,2013-01-15,2013-01-15T21:15:00Z,2.11,10,Detected,Detected,0.01,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0113B0002,2013-01-15,2013-01-15T22:55:00Z,1.22,6.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0113B0010,2013-01-16,2013-01-16T17:00:00Z,1,4.7,Detected,Detected,0.01,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0113B0001,2013-01-16,2013-01-16T17:50:00Z,1.52,7.2,Detected,Detected,0.01,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,SA0113B0004,2013-01-16,2013-01-16T18:00:00Z,0.54,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB0113B0777,2013-01-16,2013-01-16T18:45:00Z,1,4.8,Detected,Detected,0.01,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA0113B0004,2013-01-16,2013-01-16T20:55:00Z,0.17,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC0213B0005,2013-02-13,2013-02-13T16:25:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,SA0213B0034,2013-02-18,2013-02-18T16:00:00Z,0.29,1.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,SA0213B0061,2013-02-19,2013-02-19T16:00:00Z,0.93,4.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,SA0213B0060,2013-02-19,2013-02-19T16:00:00Z,0.1,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,SA0213B0035,2013-02-19,2013-02-19T17:00:00Z,0.56,2.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0213B0051,2013-02-19,2013-02-19T18:00:00Z,1.1,5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0213B0046,2013-02-19,2013-02-19T18:30:00Z,1,6.6,Detected,Detected,0.01,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0213B0036,2013-02-19,2013-02-19T19:00:00Z,1.22,6.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA0213B0018,2013-02-19,2013-02-19T20:15:00Z,0.95,4.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0213B0052,2013-02-19,2013-02-19T20:50:00Z,1,4.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
