"sample_code","collection_date","station_number","rpt_limit_field_specific_conductance","rpt_limit_dissolved_nitrate_nitrite","rpt_limit_total_kjeldahl_nitrogen","rpt_limit_dissolved_nitrate","result_field_specific_conductance","result_dissolved_nitrate_nitrite","result_total_kjeldahl_nitrogen","result_dissolved_nitrate","method_field_specific_conductance","method_dissolved_nitrate_nitrite","method_total_kjeldahl_nitrogen","method_dissolved_nitrate","nitrate_as_N","nitrate_RL_as_N","total_nitrogen","tn_vs_no3","difference"
"SLA0811B0123",2011-08-16,"KA017226",NA,0.01,0.1,0.1,NA,0.32,0.4,1.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.348837209302326,0.0232558139534884,0.72,"greater",0.371162790697674
"SLA0811B0124",2011-08-16,"SL000000",NA,0.01,0.1,0.1,NA,0.65,0.3,2.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.651162790697674,0.0232558139534884,0.95,"greater",0.298837209302326
"SLA0811B0128",2011-08-16,"KA007089",NA,0.01,0.1,0.1,NA,0.27,0.3,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.57,"greater",0.29093023255814
"DA0811B3253",2011-08-17,"KA000331",NA,0.01,0.1,0.1,NA,0.18,0.3,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.48,"greater",0.247441860465116
"SA0811B0416",2011-08-17,"SI002000",NA,0.01,0.1,0.1,NA,0.33,0.3,1.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.348837209302326,0.0232558139534884,0.63,"greater",0.281162790697674
"CD0911B0715",2011-09-07,"KA000331",NA,0.01,0.1,0.1,NA,0.17,0.3,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.47,"greater",0.260697674418605
"DA0911B3280",2011-09-19,"KA000000",NA,0.01,0.1,0.1,NA,0.19,0.3,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.49,"greater",0.280697674418605
"SLA0911B0131",2011-09-20,"KA017226",NA,0.01,0.1,0.1,NA,0.24,0.3,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.54,"greater",0.307441860465116
"SLA0911B0137",2011-09-20,"DMC06716",NA,0.01,0.1,0.1,NA,0.23,0.3,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.53,"greater",0.25093023255814
"SLA0911B0132",2011-09-20,"SL000000",NA,0.01,0.1,0.1,NA,0.5,0.4,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,0.9,"greater",0.388372093023256
"SLA0911B0136",2011-09-20,"KA007089",NA,0.01,0.1,0.1,NA,0.24,0.3,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.54,"greater",0.307441860465116
"DA0911B3279",2011-09-21,"KA000331",NA,0.01,0.1,0.1,NA,0.15,0.3,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.45,"greater",0.287209302325581
"CD1011B0830",2011-10-04,"KA000331",NA,0.01,0.1,0.1,NA,0.26,0.3,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.56,"greater",0.28093023255814
"DA1011B3336",2011-10-17,"KA000000",NA,0.01,0.1,0.1,NA,0.37,0.2,1.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.441860465116279,0.0232558139534884,0.57,"greater",0.128139534883721
"SLA1011B0148",2011-10-18,"DMC06716",NA,0.01,0.1,0.1,NA,0.4,0.3,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.7,"greater",0.234883720930233
"DA1011B3335",2011-10-18,"KA000331",NA,0.01,0.1,0.1,NA,0.31,0.3,1.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.395348837209302,0.0232558139534884,0.61,"greater",0.214651162790698
"SLA1011B0142",2011-10-18,"KA017226",NA,0.01,0.1,0.1,NA,0.47,0.3,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,0.77,"greater",0.258372093023256
"SLA1011B0143",2011-10-18,"SL000000",NA,0.01,0.1,0.1,NA,0.44,0.3,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.74,"greater",0.274883720930233
"SLA1011B0147",2011-10-18,"KA007089",NA,0.01,0.1,0.1,NA,0.43,0.3,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,0.73,"greater",0.218372093023256
"CD1111B0931",2011-11-08,"KA000331",NA,0.01,0.1,0.1,NA,0.36,0.3,1.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.395348837209302,0.0232558139534884,0.66,"greater",0.264651162790698
"DA1111B3362",2011-11-14,"KA000000",NA,0.01,0.1,0.1,NA,0.25,0.3,1.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.348837209302326,0.0232558139534884,0.55,"greater",0.201162790697674
"DA1111B3361",2011-11-15,"KA000331",NA,0.01,0.1,0.1,NA,0.39,0.3,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,0.69,"greater",0.201627906976744
"CD1211B1041",2011-12-06,"KA000331",NA,0.01,0.1,0.1,NA,0.51,0.4,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,0.91,"greater",0.375116279069768
"DA1211B3412",2011-12-19,"KA000000",NA,0.01,0.1,0.1,NA,0.56,0.3,2.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.604651162790698,0.0232558139534884,0.86,"greater",0.255348837209302
"SLA1211B0173",2011-12-20,"DMC06716",NA,0.01,0.1,0.1,NA,0.69,0.4,3.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.767441860465116,0.0232558139534884,1.09,"greater",0.322558139534884
"SLA1211B0168",2011-12-20,"SL000000",NA,0.01,0.1,0.1,NA,0.54,0.3,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,0.84,"greater",0.212093023255814
"SLA1211B0167",2011-12-20,"KA017226",NA,0.01,0.1,0.1,NA,0.65,0.3,3.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.744186046511628,0.0232558139534884,0.95,"greater",0.205813953488372
"SLA1211B0172",2011-12-20,"KA007089",NA,0.01,0.1,0.1,NA,0.64,0.4,3.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.744186046511628,0.0232558139534884,1.04,"greater",0.295813953488372
"DA1211B3411",2011-12-21,"KA000331",NA,0.01,0.1,0.1,NA,0.45,0.3,2.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.604651162790698,0.0232558139534884,0.75,"greater",0.145348837209302
"CK0112B0850",2012-01-04,"KA000331",NA,0.01,0.1,0.5,NA,0.69,0.5,3.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.86046511627907,0.116279069767442,1.19,"greater",0.32953488372093
"SLA0112B0007",2012-01-17,"KA007089",NA,0.01,0.1,0.1,NA,0.83,0.4,3.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.86046511627907,0.0232558139534884,1.23,"greater",0.36953488372093
"SLA0112B0002",2012-01-17,"KA017226",NA,0.01,0.1,0.1,NA,0.87,0.4,3.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.883720930232558,0.0232558139534884,1.27,"greater",0.386279069767442
"SLA0112B0003",2012-01-17,"SL000000",NA,0.01,0.1,0.1,NA,0.52,0.3,2.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.651162790697674,0.0232558139534884,0.82,"greater",0.168837209302326
"SLA0112B0008",2012-01-17,"DMC06716",NA,0.01,0.1,0.1,NA,1.7,0.4,7.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.67441860465116,0.0232558139534884,2.1,"greater",0.425581395348837
"DA0112B3368",2012-01-17,"KA000000",NA,0.01,0.1,0.1,NA,0.78,0.6,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.0232558139534884,1.38,"greater",0.589302325581395
"DA0112B3367",2012-01-18,"KA000331",NA,0.01,0.1,0.5,NA,0.7,0.4,3.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.86046511627907,0.116279069767442,1.1,"greater",0.23953488372093
"CR0212B0220",2012-02-07,"KA000331",NA,0.01,0.1,0.1,NA,0.93,0.2,4.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.976744186046512,0.0232558139534884,1.13,"greater",0.153255813953488
"SA0212B0050",2012-02-13,"PE002000",NA,0.01,0.1,0.1,NA,0.08,0.4,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.48,"greater",0.386976744186047
"SA0212B0051",2012-02-14,"SI002000",NA,0.01,0.1,0.1,NA,0.4,0.5,2.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.558139534883721,0.0232558139534884,0.9,"greater",0.341860465116279
"SLA0212B0019",2012-02-14,"DMC06716",NA,0.01,0.1,0.5,NA,1.7,0.3,7.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.81395348837209,0.116279069767442,2,"greater",0.186046511627907
"SLA0212B0013",2012-02-14,"KA017226",NA,0.01,0.1,0.1,NA,0.88,0.4,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.28,"greater",0.349767441860465
"SLA0212B0014",2012-02-14,"SL000000",NA,0.01,0.1,0.1,NA,0.38,0.8,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,1.18,"greater",0.645116279069768
"SLA0212B0018",2012-02-14,"KA007089",NA,0.01,0.1,0.1,NA,0.63,0.4,2.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.674418604651163,0.0232558139534884,1.03,"greater",0.355581395348837
"DA0212B3387",2012-02-15,"KA000331",NA,0.01,0.1,0.1,NA,1.1,0.3,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,1.4,"greater",0.237209302325581
"CR0312B0382",2012-03-06,"KA000331",NA,0.01,0.1,0.1,NA,0.98,0.7,4.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.06976744186047,0.0232558139534884,1.68,"greater",0.610232558139535
"DA0312B3444",2012-03-19,"KA000000",NA,0.01,0.1,0.5,NA,1.5,0.6,7.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.65116279069767,0.116279069767442,2.1,"greater",0.448837209302326
"SLA0312B0034",2012-03-20,"DMC06716",NA,0.01,0.1,0.1,NA,1.5,0.6,8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.86046511627907,0.0232558139534884,2.1,"greater",0.23953488372093
"SLA0312B0029",2012-03-20,"SL000000",NA,0.01,0.1,0.1,NA,0.45,0.3,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,0.75,"greater",0.238372093023256
"SLA0312B0028",2012-03-20,"KA017226",NA,0.01,0.1,0.5,NA,0.65,0.5,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.116279069767442,1.15,"greater",0.359302325581395
"SLA0312B0033",2012-03-20,"KA007089",NA,0.01,0.1,0.1,NA,1,0.6,5.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.25581395348837,0.0232558139534884,1.6,"greater",0.344186046511628
"DA0312B3443",2012-03-21,"KA000331",NA,0.01,0.1,0.1,NA,1,0.5,4.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.06976744186047,0.0232558139534884,1.5,"greater",0.430232558139535
"CK0412B1028",2012-04-03,"KA000331",NA,0.01,0.1,0.1,NA,1,0.7,4.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.06976744186047,0.0232558139534884,1.7,"greater",0.630232558139535
"SLA0412B0046",2012-04-17,"DMC06716",NA,0.01,0.1,0.1,NA,0.93,0.6,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,1.53,"greater",0.367209302325581
"SLA0412B0040",2012-04-17,"KA017226",NA,0.01,0.1,0.1,NA,0.75,0.7,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.0232558139534884,1.45,"greater",0.659302325581395
"SLA0412B0041",2012-04-17,"SL000000",NA,0.01,0.1,0.1,NA,0.53,0.3,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,0.83,"greater",0.318372093023256
"SLA0412B0045",2012-04-17,"KA007089",NA,0.01,0.1,0.1,NA,0.9,0.5,3.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.906976744186047,0.0232558139534884,1.4,"greater",0.493023255813953
"DA0412B3463",2012-04-17,"KA000000",NA,0.01,0.1,0.1,NA,0.94,0.6,4.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.976744186046512,0.0232558139534884,1.54,"greater",0.563255813953488
"DA0412B3462",2012-04-18,"KA000331",NA,0.01,0.1,0.1,NA,0.82,0.4,3.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.837209302325581,0.0232558139534884,1.22,"greater",0.382790697674419
"CR0512B0757",2012-05-08,"KA000331",NA,0.01,0.1,0.1,NA,0.66,0.5,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.16,"greater",0.462325581395349
"SA0512B0131",2012-05-15,"SI002000",NA,0.01,0.1,0.1,NA,0.38,0.5,2.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.581395348837209,0.0232558139534884,0.88,"greater",0.298604651162791
"SLA0512B0058",2012-05-15,"DMC06716",NA,0.01,0.1,0.1,NA,0.87,0.6,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.47,"greater",0.539767441860465
"SLA0512B0052",2012-05-15,"SL000000",NA,0.01,0.1,0.1,NA,0.54,0.3,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,0.84,"greater",0.305116279069768
"SLA0512B0051",2012-05-15,"KA017226",NA,0.01,0.1,0.1,NA,0.43,0.4,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.83,"greater",0.364883720930233
"SLA0512B0057",2012-05-15,"KA007089",NA,0.01,0.1,0.1,NA,0.53,0.3,2.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.558139534883721,0.0232558139534884,0.83,"greater",0.271860465116279
"DA0512B3478",2012-05-15,"KA000000",NA,0.01,0.1,0.1,NA,0.46,0.6,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,1.06,"greater",0.432093023255814
"DA0512B3477",2012-05-16,"KA000331",NA,0.01,0.1,0.1,NA,0.65,0.8,3.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.72093023255814,0.0232558139534884,1.45,"greater",0.729069767441861
"CR0612B0820",2012-06-05,"KA000331",NA,0.01,0.1,0.1,NA,0.39,0.6,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,0.99,"greater",0.571395348837209
"DA0612B3499",2012-06-18,"KA000000",NA,0.01,0.1,0.1,NA,0.46,0.4,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,0.86,"greater",0.348372093023256
"SLA0612B0081",2012-06-19,"KA007089",NA,0.01,0.1,0.1,NA,0.39,0.3,1.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.395348837209302,0.0232558139534884,0.69,"greater",0.294651162790698
"SLA0612B0082",2012-06-19,"DMC06716",NA,0.01,0.1,0.1,NA,0.75,0.4,3.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.813953488372093,0.0232558139534884,1.15,"greater",0.336046511627907
"SLA0612B0075",2012-06-19,"KA017226",NA,0.01,0.1,0.1,NA,0.4,0.3,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,0.7,"greater",0.281395348837209
"SLA0612B0076",2012-06-19,"SL000000",NA,0.01,0.1,0.1,NA,0.34,0.4,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.74,"greater",0.414418604651163
"DA0612B3498",2012-06-20,"KA000331",NA,0.01,0.1,0.1,NA,0.04,0.5,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.54,"greater",0.493488372093023
"CR0712B0939",2012-07-10,"KA000331",NA,0.01,0.1,0.1,NA,0.12,0.4,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.52,"greater",0.38046511627907
"SLA0712B0103",2012-07-17,"KA007089",NA,0.01,0.1,0.1,NA,0.17,0.4,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,0.57,"greater",0.383953488372093
"SLA0712B0097",2012-07-17,"KA017226",NA,0.01,0.1,0.1,NA,0.22,0.4,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.62,"greater",0.387441860465116
"SLA0712B0099",2012-07-17,"SL000000",NA,0.01,0.1,0.1,NA,0.22,0.4,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.62,"greater",0.410697674418605
"CR0812B1098",2012-08-07,"KA000331",NA,0.01,0.1,0.1,NA,0.04,0.3,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.34,"greater",0.293488372093023
"SLA0812B0115",2012-08-14,"KA007089",NA,0.01,0.1,0.1,NA,0.06,0.2,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.26,"greater",0.190232558139535
"SLA0812B0110",2012-08-14,"KA017226",NA,0.01,0.1,0.1,NA,0.07,0.3,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.37,"greater",0.300232558139535
"SLA0812B0111",2012-08-14,"SL000000",NA,0.01,0.1,0.1,NA,0.26,0.3,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.56,"greater",0.28093023255814
"SA0812B0457",2012-08-14,"SI002000",NA,0.01,0.1,0.1,NA,0.2,0.4,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.6,"greater",0.390697674418605
"SLA0812B0116",2012-08-14,"DMC06716",NA,0.01,0.1,0.1,NA,0.09,0.8,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.89,"greater",0.773720930232558
"DA0812B3566",2012-08-21,"KA000000",NA,0.01,0.1,0.1,NA,0.09,0.3,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.39,"greater",0.296976744186047
"DA0812B3565",2012-08-22,"KA000331",NA,0.01,0.1,0.1,NA,0.04,0.2,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.24,"greater",0.193488372093023
"CR0912B1224",2012-09-04,"KA000331",NA,0.01,0.1,0.1,NA,0.05,0.2,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.25,"greater",0.203488372093023
"SLA0912B0135",2012-09-18,"KA007089",NA,0.01,0.1,0.1,NA,0.13,0.3,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.43,"greater",0.267209302325581
"SLA0912B0130",2012-09-18,"KA017226",NA,0.01,0.1,0.1,NA,0.09,0.3,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.39,"greater",0.296976744186047
"SLA0912B0131",2012-09-18,"SL000000",NA,0.01,0.1,0.1,NA,0.11,0.4,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.51,"greater",0.393720930232558
