"long_station_name","short_station_name","station_number","sample_code","collection_date","analyte","result","rpt_limit","units","method","sample_type","description","notes"
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0614B0148",2014-06-18,"Dissolved Nitrate","3.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0614B0148",2014-06-18,"Dissolved Nitrate + Nitrite","0.78",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0714B0728",2014-07-02,"Dissolved Nitrate","2.2",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0714B0156",2014-07-14,"Dissolved Nitrate + Nitrite","0.1",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S0714B0158",2014-07-15,"Dissolved Nitrate + Nitrite","0.49",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0714B0164",2014-07-16,"Dissolved Nitrate","2.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0714B0164",2014-07-16,"Dissolved Nitrate + Nitrite","0.46",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0714B0159",2014-07-16,"Dissolved Nitrate","1.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0714B0159",2014-07-16,"Dissolved Nitrate + Nitrite","0.24",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0714B0767",2014-07-16,"Dissolved Nitrate","1.6",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0714B0874",2014-07-23,"Dissolved Nitrate","1.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0714B0799",2014-07-29,"Dissolved Nitrate","1.6",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0814B0857",2014-08-13,"Dissolved Nitrate","0.6",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0814B0178",2014-08-18,"Dissolved Nitrate","1.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0814B0178",2014-08-18,"Dissolved Nitrate + Nitrite","0.24",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S0814B0180",2014-08-19,"Dissolved Nitrate","0.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S0814B0180",2014-08-19,"Dissolved Nitrate + Nitrite","0.08",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0814B0181",2014-08-20,"Dissolved Nitrate","3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0814B0181",2014-08-20,"Dissolved Nitrate + Nitrite","0.58",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0814B0174",2014-08-20,"Dissolved Nitrate","1.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0814B0174",2014-08-20,"Dissolved Nitrate + Nitrite","0.24",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0814B0983",2014-08-20,"Dissolved Nitrate","1.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0814B0983",2014-08-20,"Dissolved Nitrate + Nitrite","0.2",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0814B0867",2014-08-29,"Dissolved Nitrate","0.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0914B1028",2014-09-10,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0914B0206",2014-09-15,"Dissolved Nitrate + Nitrite","0.3",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S0914B0208",2014-09-16,"Dissolved Nitrate + Nitrite","0.12",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL0914B0098",2014-09-16,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL0914B0098",2014-09-16,"Dissolved Nitrate + Nitrite","0.08",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0914B0202",2014-09-17,"Dissolved Nitrate","1.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0914B0202",2014-09-17,"Dissolved Nitrate + Nitrite","0.32",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0914B0209",2014-09-17,"Dissolved Nitrate","1.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0914B0209",2014-09-17,"Dissolved Nitrate + Nitrite","0.43",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0914B1063",2014-09-25,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1014B1210",2014-10-08,"Dissolved Nitrate","0.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S1014B0220",2014-10-13,"Dissolved Nitrate + Nitrite","0.37",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S1014B0222",2014-10-14,"Dissolved Nitrate + Nitrite","0.27",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL1014B0116",2014-10-14,"Dissolved Nitrate","0.9",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL1014B0116",2014-10-14,"Dissolved Nitrate + Nitrite","0.12",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S1014B0223",2014-10-15,"Dissolved Nitrate","16",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S1014B0223",2014-10-15,"Dissolved Nitrate + Nitrite","1.32",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S1014B0216",2014-10-15,"Dissolved Nitrate","1.3",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S1014B0216",2014-10-15,"Dissolved Nitrate + Nitrite","0.32",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1014B1156",2014-10-22,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1014B1228",2014-10-29,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1114B1361",2014-11-06,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1114B1292",2014-11-12,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S1114B0236",2014-11-17,"Dissolved Nitrate","2.5",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S1114B0236",2014-11-17,"Dissolved Nitrate + Nitrite","0.57",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S1114B0238",2014-11-18,"Dissolved Nitrate","2.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S1114B0238",2014-11-18,"Dissolved Nitrate + Nitrite","0.52",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL1114B0131",2014-11-18,"Dissolved Nitrate","0.6",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL1114B0131",2014-11-18,"Dissolved Nitrate + Nitrite","129",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S1114B0239",2014-11-19,"Dissolved Nitrate","9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S1114B0239",2014-11-19,"Dissolved Nitrate + Nitrite","1.94",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S1114B0230",2014-11-19,"Dissolved Nitrate","1.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S1114B0230",2014-11-19,"Dissolved Nitrate + Nitrite","0.41",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1114B1338",2014-11-25,"Dissolved Nitrate","1.1",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1214B1466",2014-12-04,"Dissolved Nitrate","1.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1214B1427",2014-12-08,"Dissolved Nitrate","2.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S1214B0250",2014-12-15,"Dissolved Nitrate + Nitrite","0.58",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S1214B0253",2014-12-16,"Dissolved Nitrate","8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S1214B0253",2014-12-16,"Dissolved Nitrate + Nitrite","1.67",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S1214B0252",2014-12-16,"Dissolved Nitrate + Nitrite","0.83",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL1214B0142",2014-12-16,"Dissolved Nitrate","4.3",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL1214B0142",2014-12-16,"Dissolved Nitrate + Nitrite","0.97",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S1214B0246",2014-12-17,"Dissolved Nitrate","2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S1214B0246",2014-12-17,"Dissolved Nitrate + Nitrite","0.45",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1214B1472",2014-12-17,"Dissolved Nitrate","4.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C1214B1460",2014-12-30,"Dissolved Nitrate","7.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0115B0056",2015-01-06,"Dissolved Nitrate","6.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0115B0076",2015-01-15,"Dissolved Nitrate","6.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0115B0010",2015-01-20,"Dissolved Nitrate","3.3",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0115B0010",2015-01-20,"Dissolved Nitrate + Nitrite","0.66",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S0115B0012",2015-01-20,"Dissolved Nitrate","4.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S0115B0012",2015-01-20,"Dissolved Nitrate + Nitrite","0.85",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL0115B0001",2015-01-20,"Dissolved Nitrate","6.2",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL0115B0001",2015-01-20,"Dissolved Nitrate + Nitrite","1.4",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0115B0013",2015-01-21,"Dissolved Nitrate","7.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0115B0013",2015-01-21,"Dissolved Nitrate + Nitrite","1.72",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0115B0006",2015-01-22,"Dissolved Nitrate","2.5",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0115B0006",2015-01-22,"Dissolved Nitrate + Nitrite","0.58",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0115B0147",2015-01-22,"Dissolved Nitrate","6.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0115B0139",2015-01-28,"Dissolved Nitrate","5.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0215B0219",2015-02-11,"Dissolved Nitrate","5",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0215B0024",2015-02-17,"Dissolved Nitrate + Nitrite","0.24",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S0215B0026",2015-02-17,"Dissolved Nitrate + Nitrite","0.58",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL0215B0012",2015-02-17,"Dissolved Nitrate","5.4",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL0215B0012",2015-02-17,"Dissolved Nitrate + Nitrite","1.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0215B0027",2015-02-18,"Dissolved Nitrate","8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0215B0027",2015-02-18,"Dissolved Nitrate + Nitrite","1.25",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0215B0253",2015-02-18,"Dissolved Nitrate","5.3",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0215B0020",2015-02-19,"Dissolved Nitrate","3",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0215B0020",2015-02-19,"Dissolved Nitrate + Nitrite","0.39",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0215B0250",2015-02-26,"Dissolved Nitrate","5",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0315B0343",2015-03-03,"Dissolved Nitrate","5",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0315B0312",2015-03-11,"Dissolved Nitrate","4.4",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0315B0031",2015-03-16,"Dissolved Nitrate + Nitrite","0.36",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"PYRAMID LK A ANGELES Tunnel INtake Outlet","Pyramid TU Outlet","PY001000","S0315B0033",2015-03-17,"Dissolved Nitrate + Nitrite","1.08",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL0315B0023",2015-03-17,"Dissolved Nitrate","4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","SL0315B0023",2015-03-17,"Dissolved Nitrate + Nitrite","0.8",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","Gianelli WQ Station 1/4 mile south of Pumping plant",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0315B0034",2015-03-18,"Dissolved Nitrate","6",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"CALIFORNIA AQUEDUCT AT CHECK 41","Check 41","KA030341","S0315B0034",2015-03-18,"Dissolved Nitrate + Nitrite","0.55",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0315B0352",2015-03-18,"Dissolved Nitrate","3.8",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0315B0041",2015-03-25,"Dissolved Nitrate","3.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Devil Canyon 2nd Afterbay","Devil Cyn AB2","KA041323","S0315B0041",2015-03-25,"Dissolved Nitrate + Nitrite","0.85",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0315B0463",2015-03-26,"Dissolved Nitrate","2.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Gianelli WQ Station near Pumping Plant","Gianelli","ON003050","C0415B0360",2015-04-02,"Dissolved Nitrate","3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","Canal Grab Sample",""
"Castaic Lake Outlet Tower","Castaic Tower Outlet","CA002000","S0415B0052",2015-04-13,"Dissolved Nitrate + Nitrite","0.76",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
